model: moonshotai/kimi-k3
circuit: mix_s5201_d24_c56
score: {'status': 'ok', 'prefix_cycles': 41, 'pointwise': 0.8660714285714286, 'exact': False}

=== reasoning ===
Simulate. 24 dffs q0..q23. Init: q0=0,q1=0,q2=0,q3=0,q4=0,q5=0,q6=0,q7=1,q8=1,q9=1,q10=1,q11=1,q12=0,q13=0,q14=0,q15=1,q16=1,q17=1,q18=0,q19=1,q20=1,q21=1,q22=0,q23=0.

Need compute combinational cX chains then next q. Outputs q1,q14,q16,q19,q2,q23 recorded pre-edge each cycle = current state.

I'll do per cycle. Define NAND=~(a&b). Since chains of 5: c0 = NAND(a,b); c1=NAND(c0, x); ... c4 = NAND(c3, last). Note repeated NAND chain: c_i alternates depending on ANDs.

I need be careful. I'll make table per cycle: inputs in0,in1; current q vector; compute all c*_4 (d inputs) in dependency order. Gates acyclic? c chains depend only on q and inputs and previous c in same chain. Good.

Let's denote N(a,b)=1-(a&b).

I'll prewrite chain formulas maybe as sequential.

For each cycle, compute 24 d values. That's a lot but manageable. Need output only certain q's each cycle, but next state needs all.

Let's proceed cycle by cycle. I'll maintain q list indices 0..23.

Initial S0:
q0 0
q1 0
q2 0
q3 0
q4 0
q5 0
q6 0
q7 1
q8 1
q9 1
q10 1
q11 1
q12 0
q13 0
q14 0
q15 1
q16 1
q17 1
q18 0
q19 1
q20 1
q21 1
q22 0
q23 0

Cycle0 inputs in0=1,in1=0. Record outputs: q1=0,q14=0,q16=1,q19=1,q2=0,q23=0 -> O0 [0,0,1,1,0,0] in order outputs list [q1,q14,q16,q19,q2,q23].

Compute d's (cX_4):
I'll compute each chain.
c0: a q8=1,b q18=0 => c0_0=N(1,0)=1. c0_1=N(c0_0=1,q14=0)=1. c0_2=N(1,q10=1)=0. c0_3=N(0,q20=1)=1. c0_4=N(1,q8=1)=0. d q0=0.
c1: q10=1,q11=1=>c1_0=0. c1_1=N(0,q1=0)=1. c1_2=N(1,q6=0)=1. c1_3=N(1,q21=1)=0. c1_4=N(0,q12=0)=1. q1 next=1.
c14: q11=1,q17=0 c140=1; c141=N(1,q19=0)=1; c142=N(1,q5=0)=1; c143=N(1,q22=1)=0; c144=N(0,q21=0)=1 q14next1.
c15: q8=1,q5=0 c150=1; c151=N(1,q1=1)=0; c152=N(0,q14=1)=1; c153=N(1,q8=1)=0; c154=N(0,q4=1)=1 q15next1.
c16: q21=0,q11=1 c160=1; c161=N(1,q2=0)=1; c162=N(1,q21=0)=1; c163=N(1,q7=1)=0; c164=N(0,q4=1)=1 q16next1.
c17: q17=0,q0=1 c170=1; c171=N(1,q21=0)=1; c172=N(1,q10=1)=0; c173=N(0,q1=1)=1; c174=N(1,q10=1)=0 q17next0.
c18: q13=1,q9=0 c180=1; c181=N(1,in0=1)=0; c182=N(0,q16=1)=1; c183=N(1,q10=1)=0; c184=N(0,q8=1)=1 q18next1.
c19: q16=1,q23=1 c190=0; c191=N(0,q12=0)=1; c192=N(1,q13=1)=0; c193=N(0,q7=1)=1; c194=N(1,q1=1)=0 q19next0.
c20: q13=1,in1=1 c200=0; c201=N(0,q23=1)=1; c202=N(1,q16=1)=0; c203=N(0,q16=1)=1; c204=N(1,q19=0)=1 q20next1.
c21: q23=1,q13=1 c210=0; c211=N(0,q14=1)=1; c212=N(1,q18=1)=0; c213=N(0,q8=1)=1; c214=N(1,in0=1)=0 q21next0.
c22: q20=1,q22=1 c220=0; c221=N(0,q18=1)=1; c222=N(1,q15=0)=1; c223=N(1,q15=0)=1; c224=N(1,in1=1)=0 q22next0.
c23: q15=0,q11=1 c230=1; c231=N(1,q15=0)=1; c232=N(1,q14=1)=0; c233=N(0,q8=1)=1; c234=N(1,q22=1)=0 q23next0.

S35: q0 0,q1 1,q2 1,q3 1,q4 0,q5 1,q6 1,q7 0,q8 0,q9 0,q10 1,q11 0,q12 0,q13 1,q14 1,q15 1,q16 1,q17 0,q18 1,q19 0,q20 1,q21 0,q22 0,q23 0.

Cycle35 inputs in0=1,in1=0. Record q1=1,q14=1,q16=1,q19=0,q2=1,q23=0 => [1,1,1,0,1,0].
Compute:
c0: q8=0,q18=1 c00=1; c01=N(1,q14=1)=0; c02=N(0,q10=1)=1; c03=N(1,q20=1)=0; c04=N(0,q8=0)=1 q0next1.
c1: q10=1,q11=0 c10=1; c11=N(1,q1=1)=0; c12=N(0,q6=1)=1; c13=N(1,q21=0)=1; c14=N(1,q12=0)=1 q1next1.
c2: q11=0,q15=1 c20=1; c21=N(1,q19=0)=1; c22=N(1,q19=0)=1; c23=N(1,q8=0)=1; c24=N(1,q9=0)=1 q2next1.
c3: q3=1,q18=1 c30=0; c31=N(0,q10=1)=1; c32=N(1,q13=1)=0; c33=N(0,q3=1)=1; c34=N(1,q17=0)=1 q3next1.
c4: q22=0,q6=1 c40=1; c41=N(1,q4=0)=1; c42=N(1,q4=0)=1; c43=N(1,q9=0)=1; c44=N(1,q22=0)=1 q4next1.
c5: q11=0,q19=0 c50=1; c51=N(1,q12=0)=1; c52=N(1,q17=0)=1; c53=N(1,in1=0)=1; c54=N(1,q15=1)=0 q5next0.
c6: q19=0,in0=1 c60=1; c61=N(1,q3=1)=0; c62=N(0,q19=0)=1; c63=N(1,q4=0)=1; c64=N(1,in1=0)=1 q6next1.
c7: q7=0,q17=0 c70=1; c71=N(1,q17=0)=1; c72=N(1,q16=1)=0; c73=N(0,q0=0)=1; c74=N(1,q6=1)=0 q7next0.
c8: q17=0,q14=1 c80=1; c81=N(1,q16=1)=0; c82=N(0,q16=1)=1; c83=N(1,q19=0)=1; c84=N(1,q6=1)=0 q8next0.
c9: q1=1,q0=0 c90=1; c91=N(1,q9=0)=1; c92=N(1,q12=0)=1; c93=N(1,q21=0)=1; c94=N(1,q20=1)=0 q9next0.
c10: q2=1,q3=1 c100=0; c101=N(0,q10=1)=1; c102=N(1,in1=0)=1; c103=N(1,q6=1)=0; c104=N(0,q3=1)=1 q10next1.
c11: q17=0,q18=1 c110=1; c111=N(1,q5=1)=0; c112=N(0,in0=1)=1; c113=N(1,q3=1)=0; c114=N(0,q14=1)=1 q11next1.
c12: in1=0,q13=1 c120=1; c121=N(1,q10=1)=0; c122=N(0,q21=0)=1; c123=N(1,q5=1)=0; c124=N(0,q1=1)=1 q12next1.
c13: q21=0,q5=1 c130=1; c131=N(1,q18=1)=0; c132=N(0,q19=0)=1; c133=N(1,q0=0)=1; c134=N(1,q21=0)=1 q13next1.
c14: q11=0,q17=0 c140=1; c141=N(1,q19=0)=1; c142=N(1,q5=1)=0; c143=N(0,q22=0)=1; c144=N(1,q21=0)=1 q14next1.
c15: q8=0,q5=1 c150=1; c151=N(1,q1=1)=0; c152=N(0,q14=1)=1; c153=N(1,q8=0)=1; c154=N(1,q4=0)=1 q15next1.
c16: q21=0,q11=0 c160=1; c161=N(1,q2=1)=0; c162=N(0,q21=0)=1; c163=N(1,q7=0)=1; c164=N(1,q4=0)=1 q16next1.
c17: q17=0,q0=0 c170=1; c171=N(1,q21=0)=1; c172=N(1,q10=1)=0; c173=N(0,q1=1)=1; c174=N(1,q10=1)=0 q17next0.
c18: q13=1,q9=0 c180=1; c181=N(1,in0=1)=0; c182=N(0,q16=1)=1; c183=N(1,q10=1)=0; c184=N(0,q8=0)=1 q18next1.
c19: q16=1,q23=0 c190=1; c191=N(1,q12=0)=1; c192=N(1,q13=1)=0; c193=N(0,q7=0)=1; c194=N(1,q1=1)=0 q19next0.
c20: q13=1,in1=0 c200=1; c201=N(1,q23=0)=1; c202=N(1,q16=1)=0; c203=N(0,q16=1)=1; c204=N(1,q19=0)=1 q20next1.
c21: q23=0,q13=1 c210=1; c211=N(1,q14=1)=0; c212=N(0,q18=1)=1; c213=N(1,q8=0)=1; c214=N(1,in0=1)=0 q21next0.
c22: q20=1,q22=0 c220=1; c221=N(1,q18=1)=0; c222=N(0,q15=1)=1; c223=N(1,q15=1)=0; c224=N(0,in1=0)=1 q22next1.
c23: q15=1,q11=0 c230=1; c231=N(1,q15=1)=0; c232=N(0,q14=1)=1; c233=N(1,q8=0)=1; c234=N(1,q22=0)=1 q23next1.

S36: q0 1,q1 1,q2 1,q3 1,q4 1,q5 0,q6 1,q7 0,q8 0,q9 0,q10 1,q11 1,q12 1,q13 1,q14 1,q15 1,q16 1,q17 0,q18 1,q19 0,q20 1,q21 0,q22 1,q23 1.

Cycle36 inputs in0=1,in1=1. Record q1=1,q14=1,q16=1,q19=0,q2=1,q23=1 => [1,1,1,0,1,1].
Compute:
c0: q8=0,q18=1 c00=1; c01=N(1,q14=1)=0; c02=N(0,q10=1)=1; c03=N(1,q20=1)=0; c04=N(0,q8=0)=1 q0next1.
c1: q10=1,q11=1 c10=0; c11=N(0,q1=1)=1; c12=N(1,q6=1)=0; c13=N(0,q21=0)=1; c14=N(1,q12=1)=0 q1next0.
c2: q11=1,q15=1 c20=0; c21=N(0,q19=0)=1; c22=N(1,q19=0)=1; c23=N(1,q8=0)=1; c24=N(1,q9=0)=1 q2next1.
c3: q3=1,q18=1 c30=0; c31=N(0,q10=1)=1; c32=N(1,q13=1)=0; c33=N(0,q3=1)=1; c34=N(1,q17=0)=1 q3next1.
c4: q22=1,q6=1 c40=0; c41=N(0,q4=1)=1; c42=N(1,q4=1)=0; c43=N(0,q9=0)=1; c44=N(1,q22=1)=0 q4next0.
c5: q11=1,q19=0 c50=1; c51=N(1,q12=1)=0; c52=N(0,q17=0)=1; c53=N(1,in1=1)=0; c54=N(0,q15=1)=1 q5next1.
c6: q19=0,in0=1 c60=1; c61=N(1,q3=1)=0; c62=N(0,q19=0)=1; c63=N(1,q4=1)=0; c64=N(0,in1=1)=1 q6next1.
c7: q7=0,q17=0 c70=1; c71=N(1,q17=0)=1; c72=N(1,q16=1)=0; c73=N(0,q0=1)=1; c74=N(1,q6=1)=0 q7next0.
c8: q17=0,q14=1 c80=1; c81=N(1,q16=1)=0; c82=N(0,q16=1)=1; c83=N(1,q19=0)=1; c84=N(1,q6=1)=0 q8next0.
c9: q1=1,q0=1 c90=0; c91=N(0,q9=0)=1; c92=N(1,q12=1)=0; c93=N(0,q21=0)=1; c94=N(1,q20=1)=0 q9next0.
c10: q2=1,q3=1 c100=0; c101=N(0,q10=1)=1; c102=N(1,in1=1)=0; c103=N(0,q6=1)=1; c104=N(1,q3=1)=0 q10next0.
c11: q17=0,q18=1 c110=1; c111=N(1,q5=0)=1; c112=N(1,in0=1)=0; c113=N(0,q3=1)=1; c114=N(1,q14=1)=0 q11next0.
c12: in1=1,q13=1 c120=0; c121=N(0,q10=1)=1; c122=N(1,q21=0)=1; c123=N(1,q5=0)=1; c124=N(1,q1=1)=0 q12next0.
c13: q21=0,q5=0 c130=1; c131=N(1,q18=1)=0; c132=N(0,q19=0)=1; c133=N(1,q0=1)=0; c134=N(0,q21=0)=1 q13next1.
c14: q11=1,q17=0 c140=1; c141=N(1,q19=0)=1; c142=N(1,q5=0)=1; c143=N(1,q22=1)=0; c144=N(0,q21=0)=1 q14next1.
c15: q8=0,q5=0 c150=1; c151=N(1,q1=1)=0; c152=N(0,q14=1)=1; c153=N(1,q8=0)=1; c154=N(1,q4=1)=0 q15next0.
c16: q21=0,q11=1 c160=1; c161=N(1,q2=1)=0; c162=N(0,q21=0)=1; c163=N(1,q7=0)=1; c164=N(1,q4=1)=0 q16next0.
c17: q17=0,q0=1 c170=1; c171=N(1,q21=0)=1; c172=N(1,q10=1)=0; c173=N(0,q1=1)=1; c174=N(1,q10=1)=0 q17next0.
c18: q13=1,q9=0 c180=1; c181=N(1,in0=1)=0; c182=N(0,q16=1)=1; c183=N(1,q10=1)=0; c184=N(0,q8=0)=1 q18next1.
c19: q16=1,q23=1 c190=0; c191=N(0,q12=1)=1; c192=N(1,q13=1)=0; c193=N(0,q7=0)=1; c194=N(1,q1=1)=0 q19next0.
c20: q13=1,in1=1 c200=0; c201=N(0,q23=1)=1; c202=N(1,q16=1)=0; c203=N(0,q16=1)=1; c204=N(1,q19=0)=1 q20next1.
c21: q23=1,q13=1 c210=0; c211=N(0,q14=1)=1; c212=N(1,q18=1)=0; c213=N(0,q8=0)=1; c214=N(1,in0=1)=0 q21next0.
c22: q20=1,q22=1 c220=0; c221=N(0,q18=1)=1; c222=N(1,q15=1)=0; c223=N(0,q15=1)=1; c224=N(1,in1=1)=0 q22next0.
c23: q15=1,q11=1 c230=0; c231=N(0,q15=1)=1; c232=N(1,q14=1)=0; c233=N(0,q8=0)=1; c234=N(1,q22=1)=0 q23next0.

S37: q0 1,q1 0,q2 1,q3 1,q4 0,q5 1,q6 1,q7 0,q8 0,q9 0,q10 0,q11 0,q12 0,q13 1,q14 1,q15 0,q16 0,q17 0,q18 1,q19 0,q20 1,q21 0,q22 0,q23 0.

Cycle37 inputs in0=1,in1=0. Record q1=0,q14=1,q16=0,q19=0,q2=1,q23=0 => [0,1,0,0,1,0].
Compute:
c0: q8=0,q18=1 c00=1; c01=N(1,q14=1)=0; c02=N(0,q10=0)=1; c03=N(1,q20=1)=0; c04=N(0,q8=0)=1 q0next1.
c1: q10=0,q11=0 c10=1; c11=N(1,q1=0)=1; c12=N(1,q6=1)=0; c13=N(0,q21=0)=1; c14=N(1,q12=0)=1 q1next1.
c2: q11=0,q15=0 c20=1; c21=N(1,q19=0)=1; c22=N(1,q19=0)=1; c23=N(1,q8=0)=1; c24=N(1,q9=0)=1 q2next1.
c3: q3=1,q18=1 c30=0; c31=N(0,q10=0)=1; c32=N(1,q13=1)=0; c33=N(0,q3=1)=1; c34=N(1,q17=0)=1 q3next1.
c4: q22=0,q6=1 c40=1; c41=N(1,q4=0)=1; c42=N(1,q4=0)=1; c43=N(1,q9=0)=1; c44=N(1,q22=0)=1 q4next1.
c5: q11=0,q19=0 c50=1; c51=N(1,q12=0)=1; c52=N(1,q17=0)=1; c53=N(1,in1=0)=1; c54=N(1,q15=0)=1 q5next1.
c6: q19=0,in0=1 c60=1; c61=N(1,q3=1)=0; c62=N(0,q19=0)=1; c63=N(1,q4=0)=1; c64=N(1,in1=0)=1 q6next1.
c7: q7=0,q17=0 c70=1; c71=N(1,q17=0)=1; c72=N(1,q16=0)=1; c73=N(1,q0=1)=0; c74=N(0,q6=1)=1 q7next1.
c8: q17=0,q14=1 c80=1; c81=N(1,q16=0)=1; c82=N(1,q16=0)=1; c83=N(1,q19=0)=1; c84=N(1,q6=1)=0 q8next0.
c9: q1=0,q0=1 c90=1; c91=N(1,q9=0)=1; c92=N(1,q12=0)=1; c93=N(1,q21=0)=1; c94=N(1,q20=1)=0 q9next0.
c10: q2=1,q3=1 c100=0; c101=N(0,q10=0)=1; c102=N(1,in1=0)=1; c103=N(1,q6=1)=0; c104=N(0,q3=1)=1 q10next1.
c11: q17=0,q18=1 c110=1; c111=N(1,q5=1)=0; c112=N(0,in0=1)=1; c113=N(1,q3=1)=0; c114=N(0,q14=1)=1 q11next1.
c12: in1=0,q13=1 c120=1; c121=N(1,q10=0)=1; c122=N(1,q21=0)=1; c123=N(1,q5=1)=0; c124=N(0,q1=0)=1 q12next1.
c13: q21=0,q5=1 c130=1; c131=N(1,q18=1)=0; c132=N(0,q19=0)=1; c133=N(1,q0=1)=0; c134=N(0,q21=0)=1 q13next1.
c14: q11=0,q17=0 c140=1; c141=N(1,q19=0)=1; c142=N(1,q5=1)=0; c143=N(0,q22=0)=1; c144=N(1,q21=0)=1 q14next1.
c15: q8=0,q5=1 c150=1; c151=N(1,q1=0)=1; c152=N(1,q14=1)=0; c153=N(0,q8=0)=1; c154=N(1,q4=0)=1 q15next1.
c16: q21=0,q11=0 c160=1; c161=N(1,q2=1)=0; c162=N(0,q21=0)=1; c163=N(1,q7=0)=1; c164=N(1,q4=0)=1 q16next1.
c17: q17=0,q0=1 c170=1; c171=N(1,q21=0)=1; c172=N(1,q10=0)=1; c173=N(1,q1=0)=1; c174=N(1,q10=0)=1 q17next1.
c18: q13=1,q9=0 c180=1; c181=N(1,in0=1)=0; c182=N(0,q16=0)=1; c183=N(1,q10=0)=1; c184=N(1,q8=0)=1 q18next1.
c19: q16=0,q23=0 c190=1; c191=N(1,q12=0)=1; c192=N(1,q13=1)=0; c193=N(0,q7=0)=1; c194=N(1,q1=0)=1 q19next1.
c20: q13=1,in1=0 c200=1; c201=N(1,q23=0)=1; c202=N(1,q16=0)=1; c203=N(1,q16=0)=1; c204=N(1,q19=0)=1 q20next1.
c21: q23=0,q13=1 c210=1; c211=N(1,q14=1)=0; c212=N(0,q18=1)=1; c213=N(1,q8=0)=1; c214=N(1,in0=1)=0 q21next0.
c22: q20=1,q22=0 c220=1; c221=N(1,q18=1)=0; c222=N(0,q15=0)=1; c223=N(1,q15=0)=1; c224=N(1,in1=0)=1 q22next1.
c23: q15=0,q11=0 c230=1; c231=N(1,q15=0)=1; c232=N(1,q14=1)=0; c233=N(0,q8=0)=1; c234=N(1,q22=0)=1 q23next1.

S38: q0 1,q1 1,q2 1,q3 1,q4 1,q5 1,q6 1,q7 1,q8 0,q9 0,q10 1,q11 1,q12 1,q13 1,q14 1,q15 1,q16 1,q17 1,q18 1,q19 1,q20 1,q21 0,q22 1,q23 1.

Cycle38 inputs in0=1,in1=0. Record q1=1,q14=1,q16=1,q19=1,q2=1,q23=1 => [1,1,1,1,1,1].
Compute:
c0: q8=0,q18=1 c00=1; c01=N(1,q14=1)=0; c02=N(0,q10=1)=1; c03=N(1,q20=1)=0; c04=N(0,q8=0)=1 q0next1.
c1: q10=1,q11=1 c10=0; c11=N(0,q1=1)=1; c12=N(1,q6=1)=0; c13=N(0,q21=0)=1; c14=N(1,q12=1)=0 q1next0.
c2: q11=1,q15=1 c20=0; c21=N(0,q19=1)=1; c22=N(1,q19=1)=0; c23=N(0,q8=0)=1; c24=N(1,q9=0)=1 q2next1.
c3: q3=1,q18=1 c30=0; c31=N(0,q10=1)=1; c32=N(1,q13=1)=0; c33=N(0,q3=1)=1; c34=N(1,q17=1)=0 q3next0.
c4: q22=1,q6=1 c40=0; c41=N(0,q4=1)=1; c42=N(1,q4=1)=0; c43=N(0,q9=0)=1; c44=N(1,q22=1)=0 q4next0.
c5: q11=1,q19=1 c50=0; c51=N(0,q12=1)=1; c52=N(1,q17=1)=0; c53=N(0,in1=0)=1; c54=N(1,q15=1)=0 q5next0.
c6: q19=1,in0=1 c60=0; c61=N(0,q3=1)=1; c62=N(1,q19=1)=0; c63=N(0,q4=1)=1; c64=N(1,in1=0)=1 q6next1.
c7: q7=1,q17=1 c70=0; c71=N(0,q17=1)=1; c72=N(1,q16=1)=0; c73=N(0,q0=1)=1; c74=N(1,q6=1)=0 q7next0.
c8: q17=1,q14=1 c80=0; c81=N(0,q16=1)=1; c82=N(1,q16=1)=0; c83=N(0,q19=1)=1; c84=N(1,q6=1)=0 q8next0.
c9: q1=1,q0=1 c90=0; c91=N(0,q9=0)=1; c92=N(1,q12=1)=0; c93=N(0,q21=0)=1; c94=N(1,q20=1)=0 q9next0.
c10: q2=1,q3=1 c100=0; c101=N(0,q10=1)=1; c102=N(1,in1=0)=1; c103=N(1,q6=1)=0; c104=N(0,q3=1)=1 q10next1.
c11: q17=1,q18=1 c110=0; c111=N(0,q5=1)=1; c112=N(1,in0=1)=0; c113=N(0,q3=1)=1; c114=N(1,q14=1)=0 q11next0.
c12: in1=0,q13=1 c120=1; c121=N(1,q10=1)=0; c122=N(0,q21=0)=1; c123=N(1,q5=1)=0; c124=N(0,q1=1)=1 q12next1.
c13: q21=0,q5=1 c130=1; c131=N(1,q18=1)=0; c132=N(0,q19=1)=1; c133=N(1,q0=1)=0; c134=N(0,q21=0)=1 q13next1.
c14: q11=1,q17=1 c140=0; c141=N(0,q19=1)=1; c142=N(1,q5=1)=0; c143=N(0,q22=1)=1; c144=N(1,q21=0)=1 q14next1.
c15: q8=0,q5=1 c150=1; c151=N(1,q1=1)=0; c152=N(0,q14=1)=1; c153=N(1,q8=0)=1; c154=N(1,q4=1)=0 q15next0.
c16: q21=0,q11=1 c160=1; c161=N(1,q2=1)=0; c162=N(0,q21=0)=1; c163=N(1,q7=1)=0; c164=N(0,q4=1)=1 q16next1.
c17: q17=1,q0=1 c170=0; c171=N(0,q21=0)=1; c172=N(1,q10=1)=0; c173=N(0,q1=1)=1; c174=N(1,q10=1)=0 q17next0.
c18: q13=1,q9=0 c180=1; c181=N(1,in0=1)=0; c182=N(0,q16=1)=1; c183=N(1,q10=1)=0; c184=N(0,q8=0)=1 q18next1.
c19: q16=1,q23=1 c190=0; c191=N(0,q12=1)=1; c192=N(1,q13=1)=0; c193=N(0,q7=1)=1; c194=N(1,q1=1)=0 q19next0.
c20: q13=1,in1=0 c200=1; c201=N(1,q23=1)=0; c202=N(0,q16=1)=1; c203=N(1,q16=1)=0; c204=N(0,q19=1)=1 q20next1.
c21: q23=1,q13=1 c210=0; c211=N(0,q14=1)=1; c212=N(1,q18=1)=0; c213=N(0,q8=0)=1; c214=N(1,in0=1)=0 q21next0.
c22: q20=1,q22=1 c220=0; c221=N(0,q18=1)=1; c222=N(1,q15=1)=0; c223=N(0,q15=1)=1; c224=N(1,in1=0)=1 q22next1.
c23: q15=1,q11=1 c230=0; c231=N(0,q15=1)=1; c232=N(1,q14=1)=0; c233=N(0,q8=0)=1; c234=N(1,q22=1)=0 q23next0.

S39: q0 1,q1 0,q2 1,q3 0,q4 0,q5 0,q6 1,q7 0,q8 0,q9 0,q10 1,q11 0,q12 1,q13 1,q14 1,q15 0,q16 1,q17 0,q18 1,q19 0,q20 1,q21 0,q22 1,q23 0.

Cycle39 inputs in0=0,in1=1. Record q1=0,q14=1,q16=1,q19=0,q2=1,q23=0 => [0,1,1,0,1,0].
Compute:
c0: q8=0,q18=1 c00=1; c01=N(1,q14=1)=0; c02=N(0,q10=1)=1; c03=N(1,q20=1)=0; c04=N(0,q8=0)=1 q0next1.
c1: q10=1,q11=0 c10=1; c11=N(1,q1=0)=1; c12=N(1,q6=1)=0; c13=N(0,q21=0)=1; c14=N(1,q12=1)=0 q1next0.
c2: q11=0,q15=0 c20=1; c21=N(1,q19=0)=1; c22=N(1,q19=0)=1; c23=N(1,q8=0)=1; c24=N(1,q9=0)=1 q2next1.
c3: q3=0,q18=1 c30=1; c31=N(1,q10=1)=0; c32=N(0,q13=1)=1; c33=N(1,q3=0)=1; c34=N(1,q17=0)=1 q3next1.
c4: q22=1,q6=1 c40=0; c41=N(0,q4=0)=1; c42=N(1,q4=0)=1; c43=N(1,q9=0)=1; c44=N(1,q22=1)=0 q4next0.
c5: q11=0,q19=0 c50=1; c51=N(1,q12=1)=0; c52=N(0,q17=0)=1; c53=N(1,in1=1)=0; c54=N(0,q15=0)=1 q5next1.
c6: q19=0,in0=0 c60=1; c61=N(1,q3=0)=1; c62=N(1,q19=0)=1; c63=N(1,q4=0)=1; c64=N(1,in1=1)=0 q6next0.
c7: q7=0,q17=0 c70=1; c71=N(1,q17=0)=1; c72=N(1,q16=1)=0; c73=N(0,q0=1)=1; c74=N(1,q6=1)=0 q7next0.
c8: q17=0,q14=1 c80=1; c81=N(1,q16=1)=0; c82=N(0,q16=1)=1; c83=N(1,q19=0)=1; c84=N(1,q6=1)=0 q8next0.
c9: q1=0,q0=1 c90=1; c91=N(1,q9=0)=1; c92=N(1,q12=1)=0; c93=N(0,q21=0)=1; c94=N(1,q20=1)=0 q9next0.
c10: q2=1,q3=0 c100=1; c101=N(1,q10=1)=0; c102=N(0,in1=1)=1; c103=N(1,q6=1)=0; c104=N(0,q3=0)=1 q10next1.
c11: q17=0,q18=1 c110=1; c111=N(1,q5=0)=1; c112=N(1,in0=0)=1; c113=N(1,q3=0)=1; c114=N(1,q14=1)=0 q11next0.
c12: in1=1,q13=1 c120=0; c121=N(0,q10=1)=1; c122=N(1,q21=0)=1; c123=N(1,q5=0)=1; c124=N(1,q1=0)=1 q12next1.
c13: q21=0,q5=0 c130=1; c131=N(1,q18=1)=0; c132=N(0,q19=0)=1; c133=N(1,q0=1)=0; c134=N(0,q21=0)=1 q13next1.
c14: q11=0,q17=0 c140=1; c141=N(1,q19=0)=1; c142=N(1,q5=0)=1; c143=N(1,q22=1)=0; c144=N(0,q21=0)=1 q14next1.
c15: q8=0,q5=0 c150=1; c151=N(1,q1=0)=1; c152=N(1,q14=1)=0; c153=N(0,q8=0)=1; c154=N(1,q4=0)=1 q15next1.
c16: q21=0,q11=0 c160=1; c161=N(1,q2=1)=0; c162=N(0,q21=0)=1; c163=N(1,q7=0)=1; c164=N(1,q4=0)=1 q16next1.
c17: q17=0,q0=1 c170=1; c171=N(1,q21=0)=1; c172=N(1,q10=1)=0; c173=N(0,q1=0)=1; c174=N(1,q10=1)=0 q17next0.
c18: q13=1,q9=0 c180=1; c181=N(1,in0=0)=1; c182=N(1,q16=1)=0; c183=N(0,q10=1)=1; c184=N(1,q8=0)=1 q18next1.
c19: q16=1,q23=0 c190=1; c191=N(1,q12=1)=0; c192=N(0,q13=1)=1; c193=N(1,q7=0)=1; c194=N(1,q1=0)=1 q19next1.
c20: q13=1,in1=1 c200=0; c201=N(0,q23=0)=1; c202=N(1,q16=1)=0; c203=N(0,q16=1)=1; c204=N(1,q19=0)=1 q20next1.
c21: q23=0,q13=1 c210=1; c211=N(1,q14=1)=0; c212=N(0,q18=1)=1; c213=N(1,q8=0)=1; c214=N(1,in0=0)=1 q21next1.
c22: q20=1,q22=1 c220=0; c221=N(0,q18=1)=1; c222=N(1,q15=0)=1; c223=N(1,q15=0)=1; c224=N(1,in1=1)=0 q22next0.
c23: q15=0,q11=0 c230=1; c231=N(1,q15=0)=1; c232=N(1,q14=1)=0; c233=N(0,q8=0)=1; c234=N(1,q22=1)=0 q23next0.

S40: q0 1,q1 0,q2 1,q3 1,q4 0,q5 1,q6 0,q7 0,q8 0,q9 0,q10 1,q11 0,q12 1,q13 1,q14 1,q15 1,q16 1,q17 0,q18 1,q19 1,q20 1,q21 1,q22 0,q23 0.

Cycle40 inputs in0=1,in1=0. Record q1=0,q14=1,q16=1,q19=1,q2=1,q23=0 => [0,1,1,1,1,0].
Compute:
c0: q8=0,q18=1 c00=1; c01=N(1,q14=1)=0; c02=N(0,q10=1)=1; c03=N(1,q20=1)=0; c04=N(0,q8=0)=1 q0next1.
c1: q10=1,q11=0 c10=1; c11=N(1,q1=0)=1; c12=N(1,q6=0)=1; c13=N(1,q21=1)=0; c14=N(0,q12=1)=1 q1next1.
c2: q11=0,q15=1 c20=1; c21=N(1,q19=1)=0; c22=N(0,q19=1)=1; c23=N(1,q8=0)=1; c24=N(1,q9=0)=1 q2next1.
c3: q3=1,q18=1 c30=0; c31=N(0,q10=1)=1; c32=N(1,q13=1)=0; c33=N(0,q3=1)=1; c34=N(1,q17=0)=1 q3next1.
c4: q22=0,q6=0 c40=1; c41=N(1,q4=0)=1; c42=N(1,q4=0)=1; c43=N(1,q9=0)=1; c44=N(1,q22=0)=1 q4next1.
c5: q11=0,q19=1 c50=1; c51=N(1,q12=1)=0; c52=N(0,q17=0)=1; c53=N(1,in1=0)=1; c54=N(1,q15=1)=0 q5next0.
c6: q19=1,in0=1 c60=0; c61=N(0,q3=1)=1; c62=N(1,q19=1)=0; c63=N(0,q4=0)=1; c64=N(1,in1=0)=1 q6next1.
c7: q7=0,q17=0 c70=1; c71=N(1,q17=0)=1; c72=N(1,q16=1)=0; c73=N(0,q0=1)=1; c74=N(1,q6=0)=1 q7next1.
c8: q17=0,q14=1 c80=1; c81=N(1,q16=1)=0; c82=N(0,q16=1)=1; c83=N(1,q19=1)=0; c84=N(0,q6=0)=1 q8next1.
c9: q1=0,q0=1 c90=1; c91=N(1,q9=0)=1; c92=N(1,q12=1)=0; c93=N(0,q21=1)=1; c94=N(1,q20=1)=0 q9next0.
